Strain,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
TMW_SS070,1,RCUK_APHA,RESP,4,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS071,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS072,28,RCUK_APHA,UNKNOWN,7,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,4,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
TMW_SS073,5,RCUK_APHA,RESP,8,Pig,2014,0.06,64,4,16,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
TMW_SS074,5,RCUK_APHA,RESP,NA,Pig,2014,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,128,64,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
TMW_SS075,8,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.06,0.5,0.25,yes,no,yes,no,no,no
TMW_SS076,5,RCUK_APHA,RESP,8,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS077,4,RCUK_APHA,UNKNOWN,14,Pig,2014,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS078,9,RCUK_APHA,UNKNOWN,NA,Pig,2014,0.03,4,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
TMW_SS079,4,RCUK_APHA,RESP,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS080,28,RCUK_APHA,UNKNOWN,7,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,yes,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS081,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,2,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS082,5,RCUK_APHA,RESP,8,Pig,2014,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,yes,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS083,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS084,25,RCUK_APHA,UNKNOWN,1/2,Pig,NA,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS085,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS086,10,RCUK_APHA,SYS-BRAIN,14,Pig,2014,0.03,4,0.5,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.25,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.03,no,no,no,no,no,no
TMW_SS087,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,4,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS088,18,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,32,yes,no,no,yes,no,no,no,no,yes,no,1,2,no,no,no,128,32,no,yes,yes,no,yes,no,no,no,yes,no,no,512,no,yes,no,yes,no,no,no,no,0.25,yes,yes,no,no,4,no,0.03,0.03,0.5,0.03,no,no,yes,no,no,no
TMW_SS089,4,RCUK_APHA,UNKNOWN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS090,4,RCUK_APHA,SYS-BRAIN,14,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.12,0.03,no,no,no,no,no,no
TMW_SS091,21,RCUK_APHA,UNKNOWN,29,Pig,2014,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,4,16,yes,yes,yes,64,4,no,no,yes,no,no,no,no,no,no,no,no,4,no,no,no,no,no,no,no,no,16,yes,no,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
TMW_SS092,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,yes,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.03,no,no,no,no,no,no
TMW_SS093,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS094,5,RCUK_APHA,UNKNOWN,8,Pig,2014,0.03,4,0.5,32,64,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,no,no,no,no,4,yes,no,no,yes,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS095,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,0.06,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS096,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS097,4,RCUK_APHA,UNKNOWN,1,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS098,25,RCUK_APHA,UNKNOWN,2,Pig,NA,0.06,2,0.5,0.25,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS099,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS100,25,RCUK_APHA,RESP,1/2,Pig,2014,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
TMW_SS101,25,RCUK_APHA,UNKNOWN,2,Pig,2014,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS102,4,RCUK_APHA,UNKNOWN,2,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS103,4,RCUK_APHA,UNKNOWN,14,Pig,2014,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,4,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS104,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,0.03,2,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS105,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,0.03,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS106,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,2,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,8,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
TMW_SS107,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,8,yes,yes,no,no,2,no,0.03,0.06,0.5,0.25,yes,no,yes,no,no,no
TMW_SS108,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,8,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS109,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,8,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS110,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
TMW_SS111,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
TMW_SS112,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
TMW_SS113,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
TMW_SS114,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
TMW_SS115,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,no,yes,no,no,no
TMW_SS116,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,8,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.03,no,no,no,no,no,no
TMW_SS117,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,16,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
TMW_SS118,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.03,0.06,0.5,0.25,yes,no,yes,no,no,no
TMW_SS119,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.03,0.12,0.06,no,no,no,no,no,no
083_13A,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,0.06,16,1,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
083_15B,16,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,2,0.5,2,2,no,no,no,no,no,no,no,no,no,no,1,2,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,1,0.06,yes,yes,no,yes,yes,yes
083_17A,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,8,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,yes,no,no,no,0.12,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
083_17B,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,4,0.5,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,yes,no,no,no,no,no
083_17C,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,4,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.06,1,0.25,yes,yes,yes,no,no,no
083_19A,18,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.12,8,4,128,64,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,64,4,no,no,no,no,no,no,no,no,no,no,no,512,no,yes,no,yes,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
083_1A,19,RCUK_UK,NON-CLINICAL,NA,Pig,2013,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,no,no,no,2,no,0.03,0.06,0.5,2,yes,no,yes,no,no,no
083_1C,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,2,128,128,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.06,1,0.25,yes,yes,yes,no,no,yes
083_22A,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,yes,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,yes,no,no,1,no,0.03,4.0000000000000001E-3,0.03,0.03,no,no,no,no,no,no
083_24C,8,RCUK_UK,NON-CLINICAL,25,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,yes,no,no,no,0.25,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
083_25C,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,yes,no,no,no,2,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,yes,no,no,no,no,no
083_2A,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,4,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.12,1,0.25,yes,no,yes,no,no,no
083_2B,9,RCUK_UK,NON-CLINICAL,31,Pig,2013,0.03,4,0.5,8,32,no,no,no,no,no,no,no,no,no,yes,0.12,0.25,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.03,yes,no,no,no,no,no
083_3A,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,8,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.06,1,0.25,yes,yes,yes,no,no,no
270_11A,20,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,2,0.5,1,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.06,no,no,yes,no,no,no
270_16A,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,4,0.5,8,32,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
270_19C,20,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,4,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,128,16,no,yes,no,no,no,no,yes,no,yes,no,no,16,no,no,no,no,no,no,no,no,16,yes,yes,no,no,2,no,0.03,0.06,0.5,0.06,no,yes,yes,no,no,no
270_1B,20,RCUK_UK,NON-CLINICAL,(26 partia/31 partiall),Pig,2013,0.03,4,1,128,32,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,128,8,no,no,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.03,yes,no,no,no,2,no,0.06,0.03,0.5,0.12,no,no,yes,no,no,no
270_21B,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
270_21C,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
270_23C,9,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,4,0.5,8,32,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,2,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
270_24B,16,RCUK_UK,NON-CLINICAL,NA,Pig,2013,0.03,4,0.5,128,16,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1,yes,no,no,no,1,no,0.06,0.06,2,0.25,yes,yes,no,yes,yes,yes
270_6A,9,RCUK_UK,NON-CLINICAL,4,Pig,2013,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,yes,no,no,no,2,yes,yes,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
359_6B,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.12,2,0.12,yes,yes,yes,no,no,no
