genome_id,antibiotic,measurement_sign,measurement,measurement_unit,laboratory_typing_method,testing_standard,pmid
g1307.7699,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7699,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7699,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7700,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7700,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7700,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7700,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7700,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7700,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7700,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7701,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7701,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7701,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7701,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7701,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7701,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7701,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,amoxicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7702,cefquinome,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7702,ceftiofur,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,doxycycline,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7702,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7702,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7702,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,lincomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7702,penicillin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7702,spectinomycin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,tetracycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,tiamulin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,trimethoprim,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7702,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7703,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7703,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7703,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7703,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7703,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,penicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7703,spectinomycin,,512.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,tiamulin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7703,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7703,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7703,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,amoxicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7704,cefquinome,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7704,ceftiofur,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7704,erythromycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,penicillin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,tetracycline,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,tiamulin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7704,trimethoprim,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7704,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,amoxicillin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7705,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7705,ceftiofur,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7705,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,enrofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,erythromycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,lincomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,marbofloxacin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,penicillin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7705,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,tetracycline,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,tiamulin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,tilmicosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7705,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7705,tylosin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7706,amoxicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7706,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7706,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7706,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7706,erythromycin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7706,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,lincomycin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7706,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7706,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7706,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7706,trimethoprim,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7706,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7707,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7707,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7707,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7707,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7707,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7707,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,lincomycin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7707,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7707,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7707,spectinomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7707,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7707,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7708,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7708,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7708,ceftiofur,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7708,doxycycline,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7708,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7708,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,lincomycin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,penicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7708,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,tetracycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7708,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7708,tylosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7709,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7709,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7709,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7709,erythromycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7709,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7709,trimethoprim,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7709,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7710,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7710,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7710,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7710,erythromycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7710,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7710,trimethoprim,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7710,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7711,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7711,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7711,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7711,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7711,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,lincomycin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7711,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7711,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7711,trimethoprim,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7711,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7712,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7712,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7712,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7712,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7712,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7712,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7712,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7712,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7713,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7713,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7713,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7713,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7713,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7713,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7713,spectinomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7713,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7713,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7714,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7714,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7714,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7714,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7714,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7714,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7714,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7714,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,amoxicillin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7715,cefquinome,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7715,ceftiofur,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7715,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7715,penicillin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,tiamulin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,trimethoprim,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7715,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7716,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7716,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7716,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7716,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7716,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7716,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7716,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7716,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7717,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7717,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7717,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,enrofloxacin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7717,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7717,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,lincomycin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7717,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7717,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7717,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7717,trimethoprim,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7717,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7718,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7718,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7718,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7718,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7718,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7718,penicillin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7718,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,tiamulin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,trimethoprim,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7718,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7719,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7719,ceftiofur,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7719,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,enrofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,marbofloxacin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7719,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,tetracycline,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7719,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7719,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,amoxicillin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7720,cefquinome,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,ceftiofur,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7720,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7720,penicillin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,spectinomycin,,512.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,tiamulin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,trimethoprim,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7720,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,amoxicillin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7721,cefquinome,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,ceftiofur,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7721,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,penicillin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,spectinomycin,,512.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,tiamulin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,trimethoprim,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7721,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7722,amoxicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7722,cefquinome,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7722,ceftiofur,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7722,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7722,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7722,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7722,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
