genome_id,antibiotic,call
g1307.7707,erythromycin,susceptible
g1307.7708,erythromycin,susceptible
g1307.7709,erythromycin,non-susceptible
g1307.7710,erythromycin,non-susceptible
g1307.7711,erythromycin,susceptible
g1307.7712,erythromycin,non-susceptible
g1307.7713,erythromycin,susceptible
g1307.7714,erythromycin,non-susceptible
g1307.7715,erythromycin,non-susceptible
g1307.7716,erythromycin,non-susceptible
g1307.7717,erythromycin,susceptible
g1307.7718,erythromycin,non-susceptible
g1307.7719,erythromycin,non-susceptible
g1307.7720,erythromycin,non-susceptible
g1307.7721,erythromycin,non-susceptible
g1307.7722,erythromycin,non-susceptible
g1307.7723,erythromycin,non-susceptible
g1307.7724,erythromycin,non-susceptible
g1307.7725,erythromycin,susceptible
g1307.7726,erythromycin,non-susceptible
g1307.7727,erythromycin,non-susceptible
g1307.7728,erythromycin,non-susceptible
g1307.7729,erythromycin,susceptible
g1307.7730,erythromycin,non-susceptible
g1307.7731,erythromycin,non-susceptible
g1307.7732,erythromycin,non-susceptible
g1307.7733,erythromycin,non-susceptible
g1307.7734,erythromycin,susceptible
g1307.7735,erythromycin,non-susceptible
g1307.7736,erythromycin,susceptible
g1307.7737,erythromycin,non-susceptible
g1307.7738,erythromycin,susceptible
g1307.7739,erythromycin,non-susceptible
g1307.7740,erythromycin,susceptible
g1307.7741,erythromycin,non-susceptible
g1307.7742,erythromycin,non-susceptible
g1307.7743,erythromycin,non-susceptible
g1307.7744,erythromycin,non-susceptible
g1307.7745,erythromycin,susceptible
g1307.7746,erythromycin,non-susceptible
g1307.7747,erythromycin,susceptible
g1307.7748,erythromycin,non-susceptible
g1307.7749,erythromycin,non-susceptible
g1307.7750,erythromycin,susceptible
g1307.7751,erythromycin,non-susceptible
g1307.7752,erythromycin,non-susceptible
g1307.7753,erythromycin,susceptible
g1307.7754,erythromycin,non-susceptible
g1307.7755,erythromycin,susceptible
g1307.7756,erythromycin,non-susceptible
g1307.7757,erythromycin,non-susceptible
g1307.7758,erythromycin,non-susceptible
g1307.7759,erythromycin,susceptible
g1307.7760,erythromycin,susceptible
g1307.7761,erythromycin,non-susceptible
g1307.7762,erythromycin,non-susceptible
g1307.7763,erythromycin,non-susceptible
g1307.7764,erythromycin,non-susceptible
g1307.7765,erythromycin,non-susceptible
g1307.7766,erythromycin,non-susceptible
g1307.7767,erythromycin,susceptible
g1307.7768,erythromycin,susceptible
g1307.7769,erythromycin,non-susceptible
g1307.7770,erythromycin,non-susceptible
g1307.7771,erythromycin,non-susceptible
g1307.7772,erythromycin,susceptible
g1307.7773,erythromycin,non-susceptible
g1307.7774,erythromycin,non-susceptible
g1307.7775,erythromycin,non-susceptible
g1307.7776,erythromycin,non-susceptible
g1307.7777,erythromycin,non-susceptible
g1307.7778,erythromycin,non-susceptible
g1307.7779,erythromycin,non-susceptible
g1307.7780,erythromycin,non-susceptible
g1307.7781,erythromycin,non-susceptible
g1307.7782,erythromycin,susceptible
g1307.7783,erythromycin,non-susceptible
g1307.7784,erythromycin,non-susceptible
g1307.7785,erythromycin,susceptible
g1307.7786,erythromycin,non-susceptible
g1307.7787,erythromycin,non-susceptible
g1307.7788,erythromycin,susceptible
g1307.7789,erythromycin,non-susceptible
g1307.7790,erythromycin,non-susceptible
g1307.7791,erythromycin,non-susceptible
g1307.7792,erythromycin,susceptible
g1307.7793,erythromycin,susceptible
g1307.7794,erythromycin,susceptible
g1307.7795,erythromycin,non-susceptible
g1307.7796,erythromycin,non-susceptible
g1307.7797,erythromycin,susceptible
g1307.7798,erythromycin,non-susceptible
g1307.7799,erythromycin,non-susceptible
g1307.7800,erythromycin,non-susceptible
g1307.7801,erythromycin,susceptible
g1307.7802,erythromycin,susceptible
g1307.7803,erythromycin,non-susceptible
g1307.7804,erythromycin,non-susceptible
g1307.7805,erythromycin,non-susceptible
g1307.7806,erythromycin,non-susceptible
g1307.7807,erythromycin,non-susceptible
g1307.7808,erythromycin,non-susceptible
g1307.7809,erythromycin,non-susceptible
g1307.7810,erythromycin,non-susceptible
g1307.7811,erythromycin,non-susceptible
g1307.7812,erythromycin,non-susceptible
g1307.7813,erythromycin,non-susceptible
g1307.7814,erythromycin,non-susceptible
g1307.7815,erythromycin,non-susceptible
g1307.7816,erythromycin,non-susceptible
g1307.7817,erythromycin,non-susceptible
g1307.7818,erythromycin,non-susceptible
g1307.7819,erythromycin,non-susceptible
g1307.7820,erythromycin,non-susceptible
g1307.7821,erythromycin,non-susceptible
g1307.7822,erythromycin,non-susceptible
g1307.7823,erythromycin,non-susceptible
g1307.7824,erythromycin,susceptible
g1307.7825,erythromycin,susceptible
g1307.7826,erythromycin,non-susceptible
g1307.7827,erythromycin,non-susceptible
g1307.7828,erythromycin,non-susceptible
g1307.7829,erythromycin,non-susceptible
g1307.7830,erythromycin,non-susceptible
g1307.7831,erythromycin,non-susceptible
g1307.7832,erythromycin,susceptible
g1307.7833,erythromycin,non-susceptible
g1307.7834,erythromycin,non-susceptible
g1307.7835,erythromycin,non-susceptible
g1307.7836,erythromycin,non-susceptible
g1307.7837,erythromycin,susceptible
g1307.7838,erythromycin,non-susceptible
g1307.7839,erythromycin,non-susceptible
g1307.7840,erythromycin,non-susceptible
g1307.7841,erythromycin,non-susceptible
g1307.7842,erythromycin,susceptible
g1307.7843,erythromycin,non-susceptible
g1307.7844,erythromycin,non-susceptible
g1307.7845,erythromycin,susceptible
g1307.7846,erythromycin,susceptible
g1307.7847,erythromycin,non-susceptible
g1307.7848,erythromycin,susceptible
g1307.7849,erythromycin,non-susceptible
g1307.7850,erythromycin,non-susceptible
g1307.7851,erythromycin,non-susceptible
g1307.7852,erythromycin,non-susceptible
g1307.7853,erythromycin,susceptible
g1307.7854,erythromycin,non-susceptible
g1307.7855,erythromycin,non-susceptible
g1307.7856,erythromycin,susceptible
g1307.7857,erythromycin,non-susceptible
g1307.7858,erythromycin,susceptible
g1307.7859,erythromycin,non-susceptible
g1307.7860,erythromycin,non-susceptible
g1307.7861,erythromycin,susceptible
g1307.7862,erythromycin,susceptible
g1307.7863,erythromycin,susceptible
g1307.7864,erythromycin,susceptible
g1307.7865,erythromycin,susceptible
g1307.7866,erythromycin,susceptible
g1307.7867,erythromycin,susceptible
g1307.7868,erythromycin,susceptible
g1307.7869,erythromycin,non-susceptible
g1307.7870,erythromycin,susceptible
g1307.7871,erythromycin,non-susceptible
g1307.7872,erythromycin,susceptible
g1307.7873,erythromycin,susceptible
g1307.7874,erythromycin,susceptible
g1307.7875,erythromycin,non-susceptible
g1307.7876,erythromycin,susceptible
g1307.7877,erythromycin,susceptible
g1307.7878,erythromycin,susceptible
g1307.7879,erythromycin,susceptible
g1307.7880,erythromycin,non-susceptible
g1307.7881,erythromycin,susceptible
g1307.7882,erythromycin,non-susceptible
g1307.7883,erythromycin,susceptible
g1307.7884,erythromycin,susceptible
g1307.7885,erythromycin,susceptible
g1307.7886,erythromycin,non-susceptible
g1307.7887,erythromycin,susceptible
g1307.7888,erythromycin,susceptible
g1307.7889,erythromycin,non-susceptible
g1307.7890,erythromycin,susceptible
g1307.7891,erythromycin,susceptible
g1307.7892,erythromycin,susceptible
g1307.7893,erythromycin,susceptible
g1307.7894,erythromycin,non-susceptible
g1307.7895,erythromycin,susceptible
g1307.7896,erythromycin,non-susceptible
g1307.7897,erythromycin,susceptible
g1307.7898,erythromycin,non-susceptible
g1307.7899,erythromycin,non-susceptible
g1307.7900,erythromycin,susceptible
g1307.7901,erythromycin,susceptible
g1307.7902,erythromycin,susceptible
g1307.7903,erythromycin,susceptible
g1307.7904,erythromycin,non-susceptible
g1307.7905,erythromycin,susceptible
g1307.7906,erythromycin,susceptible
g1307.7907,erythromycin,susceptible
g1307.7908,erythromycin,susceptible
g1307.7909,erythromycin,susceptible
g1307.7910,erythromycin,susceptible
g1307.7911,erythromycin,susceptible
g1307.7912,erythromycin,susceptible
g1307.7913,erythromycin,susceptible
g1307.7914,erythromycin,non-susceptible
g1307.7915,erythromycin,susceptible
g1307.7916,erythromycin,susceptible
g1307.7917,erythromycin,non-susceptible
g1307.7918,erythromycin,non-susceptible
g1307.7919,erythromycin,susceptible
g1307.7920,erythromycin,susceptible
g1307.7921,erythromycin,susceptible
g1307.7922,erythromycin,susceptible
g1307.7923,erythromycin,susceptible
g1307.7924,erythromycin,susceptible
g1307.7925,erythromycin,non-susceptible
g1307.7926,erythromycin,non-susceptible
g1307.7927,erythromycin,non-susceptible
g1307.7928,erythromycin,susceptible
g1307.7929,erythromycin,non-susceptible
g1307.7930,erythromycin,non-susceptible
g1307.7931,erythromycin,non-susceptible
g1307.7932,erythromycin,susceptible
g1307.7933,erythromycin,non-susceptible
g1307.7934,erythromycin,non-susceptible
g1307.7935,erythromycin,non-susceptible
g1307.7936,erythromycin,susceptible
g1307.7937,erythromycin,non-susceptible
g1307.7938,erythromycin,non-susceptible
g1307.7939,erythromycin,susceptible
g1307.7940,erythromycin,non-susceptible
g1307.7941,erythromycin,non-susceptible
g1307.7942,erythromycin,susceptible
g1307.7943,erythromycin,susceptible
g1307.7944,erythromycin,non-susceptible
g1307.7945,erythromycin,susceptible
g1307.7946,erythromycin,susceptible
g1307.7947,erythromycin,susceptible
g1307.7948,erythromycin,non-susceptible
g1307.7949,erythromycin,susceptible
g1307.7950,erythromycin,susceptible
g1307.7951,erythromycin,non-susceptible
g1307.7952,erythromycin,susceptible
g1307.7953,erythromycin,susceptible
g1307.7954,erythromycin,susceptible
g1307.7955,erythromycin,non-susceptible
g1307.7956,erythromycin,non-susceptible
g1307.7957,erythromycin,susceptible
g1307.7958,erythromycin,susceptible
g1307.7959,erythromycin,non-susceptible
g1307.7960,erythromycin,non-susceptible
g1307.7961,erythromycin,susceptible
g1307.7962,erythromycin,non-susceptible
g1307.7963,erythromycin,non-susceptible
g1307.7964,erythromycin,susceptible
g1307.7965,erythromycin,susceptible
g1307.7966,erythromycin,non-susceptible
g1307.7967,erythromycin,non-susceptible
g1307.7968,erythromycin,susceptible
g1307.7969,erythromycin,non-susceptible
g1307.7970,erythromycin,susceptible
g1307.7971,erythromycin,susceptible
g1307.7972,erythromycin,susceptible
g1307.7973,erythromycin,susceptible
g1307.7974,erythromycin,non-susceptible
g1307.7975,erythromycin,non-susceptible
g1307.7976,erythromycin,susceptible
g1307.7977,erythromycin,susceptible
g1307.7978,erythromycin,non-susceptible
g1307.7979,erythromycin,susceptible
g1307.7980,erythromycin,susceptible
g1307.7981,erythromycin,non-susceptible
g1307.7982,erythromycin,susceptible
g1307.7983,erythromycin,non-susceptible
g1307.7984,erythromycin,susceptible
g1307.7985,erythromycin,susceptible
g1307.7986,erythromycin,non-susceptible
g1307.7987,erythromycin,susceptible
g1307.7988,erythromycin,non-susceptible
g1307.7989,erythromycin,non-susceptible
g1307.7990,erythromycin,susceptible
g1307.7991,erythromycin,non-susceptible
g1307.7992,erythromycin,non-susceptible
g1307.7993,erythromycin,non-susceptible
g1307.7994,erythromycin,non-susceptible
g1307.7995,erythromycin,susceptible
g1307.7996,erythromycin,non-susceptible
g1307.7997,erythromycin,non-susceptible
g1307.7998,erythromycin,susceptible
g1307.7999,erythromycin,susceptible
g1307.8000,erythromycin,susceptible
g1307.8001,erythromycin,non-susceptible
g1307.8002,erythromycin,non-susceptible
g1307.8003,erythromycin,susceptible
g1307.8004,erythromycin,susceptible
g1307.8005,erythromycin,non-susceptible
g1307.8006,erythromycin,susceptible
g1307.8007,erythromycin,non-susceptible
g1307.8008,erythromycin,susceptible
g1307.8009,erythromycin,susceptible
g1307.8010,erythromycin,susceptible
g1307.8011,erythromycin,non-susceptible
g1307.8012,erythromycin,non-susceptible
g1307.8013,erythromycin,non-susceptible
g1307.8014,erythromycin,susceptible
g1307.8015,erythromycin,susceptible
g1307.8016,erythromycin,non-susceptible
g1307.8017,erythromycin,non-susceptible
g1307.8018,erythromycin,non-susceptible
g1307.8019,erythromycin,non-susceptible
g1307.8020,erythromycin,non-susceptible
g1307.8021,erythromycin,non-susceptible
g1307.8022,erythromycin,non-susceptible
g1307.8023,erythromycin,non-susceptible
g1307.8024,erythromycin,non-susceptible
g1307.8025,erythromycin,susceptible
g1307.8026,erythromycin,non-susceptible
g1307.8027,erythromycin,susceptible
g1307.8028,erythromycin,non-susceptible
g1307.8029,erythromycin,non-susceptible
g1307.8030,erythromycin,non-susceptible
g1307.8031,erythromycin,susceptible
g1307.8032,erythromycin,non-susceptible
g1307.8033,erythromycin,susceptible
g1307.8034,erythromycin,non-susceptible
g1307.8035,erythromycin,susceptible
g1307.8036,erythromycin,non-susceptible
g1307.8037,erythromycin,susceptible
g1307.8038,erythromycin,susceptible
g1307.8039,erythromycin,non-susceptible
g1307.8040,erythromycin,susceptible
g1307.8041,erythromycin,susceptible
g1307.8042,erythromycin,non-susceptible
g1307.8043,erythromycin,susceptible
g1307.8044,erythromycin,susceptible
g1307.8045,erythromycin,susceptible
g1307.8046,erythromycin,non-susceptible
g1307.8047,erythromycin,non-susceptible
g1307.8048,erythromycin,susceptible
g1307.8049,erythromycin,susceptible
g1307.8050,erythromycin,susceptible
g1307.8051,erythromycin,susceptible
g1307.8052,erythromycin,non-susceptible
g1307.8053,erythromycin,susceptible
g1307.8054,erythromycin,non-susceptible
g1307.8055,erythromycin,susceptible
g1307.8056,erythromycin,susceptible
g1307.8057,erythromycin,susceptible
g1307.8058,erythromycin,susceptible
g1307.8059,erythromycin,susceptible
g1307.8060,erythromycin,non-susceptible
g1307.8061,erythromycin,susceptible
g1307.8062,erythromycin,susceptible
g1307.8063,erythromycin,non-susceptible
g1307.8064,erythromycin,non-susceptible
g1307.8065,erythromycin,non-susceptible
g1307.8066,erythromycin,non-susceptible
g1307.8067,erythromycin,susceptible
g1307.8068,erythromycin,non-susceptible
g1307.8069,erythromycin,susceptible
g1307.8070,erythromycin,non-susceptible
g1307.8071,erythromycin,non-susceptible
g1307.8072,erythromycin,non-susceptible
g1307.8073,erythromycin,susceptible
g1307.8074,erythromycin,non-susceptible
g1307.8075,erythromycin,non-susceptible
g1307.8076,erythromycin,non-susceptible
g1307.8077,erythromycin,susceptible
g1307.8078,erythromycin,susceptible
g1307.8079,erythromycin,non-susceptible
g1307.8080,erythromycin,non-susceptible
g1307.8081,erythromycin,susceptible
g1307.8082,erythromycin,non-susceptible
g1307.8083,erythromycin,susceptible
g1307.8084,erythromycin,susceptible
g1307.8085,erythromycin,susceptible
g1307.8086,erythromycin,non-susceptible
g1307.8087,erythromycin,non-susceptible
g1307.8088,erythromycin,susceptible
g1307.8089,erythromycin,susceptible
g1307.8090,erythromycin,non-susceptible
g1307.8091,erythromycin,susceptible
g1307.8092,erythromycin,non-susceptible
g1307.8093,erythromycin,non-susceptible
g1307.8094,erythromycin,susceptible
g1307.8095,erythromycin,susceptible
g1307.8096,erythromycin,susceptible
g1307.8097,erythromycin,susceptible
g1307.8098,erythromycin,susceptible
g1307.8099,erythromycin,susceptible
g1307.8100,erythromycin,susceptible
g1307.8101,erythromycin,susceptible
g1307.8102,erythromycin,susceptible
g1307.8103,erythromycin,non-susceptible
g1307.8104,erythromycin,susceptible
g1307.8105,erythromycin,susceptible
g1307.8106,erythromycin,non-susceptible
g1307.8107,erythromycin,non-susceptible
g1307.8108,erythromycin,non-susceptible
g1307.8109,erythromycin,susceptible
g1307.8110,erythromycin,susceptible
g1307.8111,erythromycin,non-susceptible
g1307.8112,erythromycin,susceptible
g1307.8113,erythromycin,non-susceptible
g1307.8114,erythromycin,susceptible
g1307.8115,erythromycin,non-susceptible
g1307.8116,erythromycin,susceptible
g1307.8117,erythromycin,non-susceptible
g1307.8118,erythromycin,non-susceptible
g1307.8119,erythromycin,non-susceptible
g1307.8120,erythromycin,susceptible
g1307.8121,erythromycin,susceptible
g1307.8122,erythromycin,non-susceptible
g1307.8123,erythromycin,susceptible
g1307.8124,erythromycin,non-susceptible
g1307.8125,erythromycin,non-susceptible
g1307.8126,erythromycin,non-susceptible
g1307.8127,erythromycin,non-susceptible
g1307.8128,erythromycin,non-susceptible
g1307.8129,erythromycin,non-susceptible
g1307.8130,erythromycin,susceptible
g1307.8131,erythromycin,susceptible
g1307.8132,erythromycin,susceptible
g1307.8133,erythromycin,non-susceptible
g1307.8134,erythromycin,non-susceptible
g1307.8135,erythromycin,non-susceptible
g1307.8136,erythromycin,non-susceptible
g1307.8137,erythromycin,susceptible
g1307.8138,erythromycin,susceptible
g1307.8139,erythromycin,non-susceptible
g1307.8140,erythromycin,susceptible
g1307.8141,erythromycin,susceptible
g1307.8142,erythromycin,susceptible
g1307.8143,erythromycin,non-susceptible
g1307.8144,erythromycin,non-susceptible
g1307.8145,erythromycin,non-susceptible
g1307.8146,erythromycin,susceptible
g1307.8147,erythromycin,non-susceptible
g1307.8148,erythromycin,non-susceptible
g1307.8149,erythromycin,non-susceptible
g1307.8150,erythromycin,susceptible
g1307.8151,erythromycin,susceptible
g1307.8152,erythromycin,susceptible
g1307.8153,erythromycin,susceptible
g1307.8154,erythromycin,non-susceptible
g1307.8155,erythromycin,susceptible
g1307.8156,erythromycin,susceptible
g1307.8157,erythromycin,non-susceptible
g1307.8158,erythromycin,susceptible
g1307.8159,erythromycin,susceptible
g1307.8160,erythromycin,non-susceptible
g1307.8161,erythromycin,non-susceptible
g1307.8162,erythromycin,susceptible
g1307.8163,erythromycin,susceptible
g1307.8164,erythromycin,susceptible
g1307.8165,erythromycin,non-susceptible
g1307.8166,erythromycin,susceptible
g1307.8167,erythromycin,non-susceptible
g1307.8168,erythromycin,non-susceptible
g1307.8169,erythromycin,non-susceptible
g1307.8170,erythromycin,susceptible
g1307.8171,erythromycin,susceptible
g1307.8172,erythromycin,susceptible
g1307.8173,erythromycin,susceptible
g1307.8174,erythromycin,susceptible
g1307.8175,erythromycin,non-susceptible
g1307.8176,erythromycin,susceptible
g1307.8177,erythromycin,non-susceptible
g1307.8178,erythromycin,susceptible
g1307.8179,erythromycin,susceptible
g1307.7503,tylosin,non-susceptible
g1307.7504,tylosin,non-susceptible
g1307.7505,tylosin,susceptible
g1307.7506,tylosin,susceptible
g1307.7507,tylosin,susceptible
g1307.7508,tylosin,susceptible
g1307.7509,tylosin,susceptible
g1307.7510,tylosin,non-susceptible
g1307.7511,tylosin,susceptible
g1307.7512,tylosin,susceptible
g1307.7513,tylosin,non-susceptible
g1307.7514,tylosin,susceptible
g1307.7515,tylosin,non-susceptible
g1307.7516,tylosin,non-susceptible
g1307.7517,tylosin,susceptible
g1307.7518,tylosin,non-susceptible
g1307.7519,tylosin,non-susceptible
g1307.7520,tylosin,non-susceptible
g1307.7521,tylosin,susceptible
g1307.7522,tylosin,susceptible
g1307.7523,tylosin,non-susceptible
g1307.7524,tylosin,susceptible
g1307.7525,tylosin,susceptible
g1307.7526,tylosin,non-susceptible
g1307.7527,tylosin,non-susceptible
g1307.7528,tylosin,non-susceptible
g1307.7529,tylosin,susceptible
g1307.7530,tylosin,non-susceptible
g1307.7531,tylosin,susceptible
g1307.7532,tylosin,non-susceptible
g1307.7533,tylosin,susceptible
g1307.7534,tylosin,non-susceptible
g1307.7535,tylosin,susceptible
g1307.7536,tylosin,non-susceptible
g1307.7537,tylosin,susceptible
g1307.7538,tylosin,non-susceptible
g1307.7539,tylosin,susceptible
g1307.7540,tylosin,non-susceptible
g1307.7541,tylosin,non-susceptible
g1307.7542,tylosin,susceptible
g1307.7543,tylosin,susceptible
g1307.7544,tylosin,susceptible
g1307.7545,tylosin,susceptible
g1307.7546,tylosin,non-susceptible
g1307.7547,tylosin,susceptible
g1307.7548,tylosin,non-susceptible
g1307.7549,tylosin,non-susceptible
g1307.7550,tylosin,susceptible
g1307.7551,tylosin,non-susceptible
g1307.7552,tylosin,non-susceptible
g1307.7553,tylosin,susceptible
g1307.7554,tylosin,susceptible
g1307.7555,tylosin,non-susceptible
g1307.7556,tylosin,non-susceptible
g1307.7557,tylosin,susceptible
g1307.7558,tylosin,susceptible
g1307.7559,tylosin,non-susceptible
g1307.7560,tylosin,non-susceptible
g1307.7561,tylosin,non-susceptible
g1307.7562,tylosin,non-susceptible
g1307.7563,tylosin,non-susceptible
g1307.7564,tylosin,non-susceptible
g1307.7565,tylosin,susceptible
g1307.7566,tylosin,susceptible
g1307.7567,tylosin,susceptible
g1307.7568,tylosin,susceptible
g1307.7569,tylosin,non-susceptible
g1307.7570,tylosin,non-susceptible
g1307.7571,tylosin,susceptible
g1307.7572,tylosin,susceptible
g1307.7573,tylosin,susceptible
g1307.7574,tylosin,susceptible
g1307.7575,tylosin,non-susceptible
g1307.7576,tylosin,susceptible
g1307.7577,tylosin,susceptible
g1307.7578,tylosin,susceptible
g1307.7579,tylosin,non-susceptible
g1307.7580,tylosin,susceptible
g1307.7581,tylosin,non-susceptible
g1307.7582,tylosin,susceptible
g1307.7583,tylosin,susceptible
g1307.7584,tylosin,susceptible
g1307.7585,tylosin,susceptible
g1307.7586,tylosin,susceptible
g1307.7587,tylosin,susceptible
g1307.7588,tylosin,susceptible
g1307.7589,tylosin,susceptible
g1307.7590,tylosin,susceptible
g1307.7591,tylosin,susceptible
g1307.7592,tylosin,susceptible
g1307.7593,tylosin,susceptible
g1307.7594,tylosin,non-susceptible
g1307.7595,tylosin,susceptible
g1307.7596,tylosin,susceptible
g1307.7597,tylosin,non-susceptible
g1307.7598,tylosin,non-susceptible
g1307.7599,tylosin,susceptible
g1307.7600,tylosin,susceptible
g1307.7601,tylosin,non-susceptible
g1307.7602,tylosin,non-susceptible
g1307.7603,tylosin,non-susceptible
g1307.7604,tylosin,non-susceptible
g1307.7605,tylosin,non-susceptible
g1307.7606,tylosin,susceptible
g1307.7607,tylosin,susceptible
g1307.7608,tylosin,susceptible
g1307.7609,tylosin,non-susceptible
g1307.7610,tylosin,non-susceptible
g1307.7611,tylosin,susceptible
g1307.7612,tylosin,non-susceptible
g1307.7613,tylosin,susceptible
g1307.7614,tylosin,susceptible
g1307.7615,tylosin,non-susceptible
g1307.7616,tylosin,non-susceptible
g1307.7617,tylosin,susceptible
g1307.7618,tylosin,non-susceptible
g1307.7619,tylosin,non-susceptible
g1307.7620,tylosin,susceptible
g1307.7621,tylosin,susceptible
g1307.7622,tylosin,susceptible
g1307.7623,tylosin,non-susceptible
g1307.7624,tylosin,susceptible
g1307.7625,tylosin,susceptible
g1307.7626,tylosin,non-susceptible
g1307.7627,tylosin,susceptible
g1307.7628,tylosin,non-susceptible
g1307.7629,tylosin,non-susceptible
g1307.7630,tylosin,non-susceptible
g1307.7631,tylosin,non-susceptible
g1307.7632,tylosin,non-susceptible
g1307.7633,tylosin,non-susceptible
g1307.7634,tylosin,non-susceptible
g1307.7635,tylosin,non-susceptible
g1307.7636,tylosin,non-susceptible
g1307.7637,tylosin,non-susceptible
g1307.7638,tylosin,non-susceptible
g1307.7639,tylosin,non-susceptible
g1307.7640,tylosin,non-susceptible
g1307.7641,tylosin,non-susceptible
g1307.7642,tylosin,susceptible
g1307.7643,tylosin,non-susceptible
g1307.7644,tylosin,non-susceptible
g1307.7645,tylosin,susceptible
g1307.7646,tylosin,susceptible
g1307.7647,tylosin,susceptible
g1307.7648,tylosin,susceptible
g1307.7649,tylosin,non-susceptible
g1307.7650,tylosin,non-susceptible
g1307.7651,tylosin,non-susceptible
g1307.7652,tylosin,susceptible
g1307.7653,tylosin,non-susceptible
g1307.7654,tylosin,susceptible
g1307.7655,tylosin,non-susceptible
g1307.7656,tylosin,non-susceptible
g1307.7657,tylosin,non-susceptible
g1307.7658,tylosin,susceptible
g1307.7659,tylosin,susceptible
g1307.7660,tylosin,non-susceptible
g1307.7661,tylosin,susceptible
g1307.7662,tylosin,susceptible
g1307.7663,tylosin,non-susceptible
g1307.7664,tylosin,non-susceptible
g1307.7665,tylosin,susceptible
g1307.7666,tylosin,susceptible
g1307.7667,tylosin,non-susceptible
g1307.7668,tylosin,non-susceptible
g1307.7669,tylosin,non-susceptible
g1307.7670,tylosin,non-susceptible
g1307.7671,tylosin,non-susceptible
g1307.7672,tylosin,non-susceptible
g1307.7673,tylosin,non-susceptible
g1307.7674,tylosin,non-susceptible
g1307.7675,tylosin,non-susceptible
g1307.7676,tylosin,non-susceptible
g1307.7677,tylosin,non-susceptible
g1307.7678,tylosin,non-susceptible
g1307.7679,tylosin,non-susceptible
g1307.7680,tylosin,non-susceptible
g1307.7681,tylosin,susceptible
g1307.7682,tylosin,non-susceptible
g1307.7683,tylosin,non-susceptible
g1307.7684,tylosin,non-susceptible
g1307.7685,tylosin,non-susceptible
g1307.7686,tylosin,susceptible
g1307.7687,tylosin,non-susceptible
g1307.7688,tylosin,susceptible
g1307.7689,tylosin,non-susceptible
g1307.7690,tylosin,non-susceptible
g1307.7691,tylosin,susceptible
g1307.7692,tylosin,susceptible
g1307.7693,tylosin,susceptible
g1307.7694,tylosin,susceptible
g1307.7695,tylosin,susceptible
g1307.7696,tylosin,non-susceptible
g1307.7697,tylosin,susceptible
g1307.7698,tylosin,non-susceptible
g1307.7699,tylosin,non-susceptible
g1307.7700,tylosin,non-susceptible
g1307.7701,tylosin,non-susceptible
g1307.7702,tylosin,susceptible
g1307.7703,tylosin,non-susceptible
g1307.7704,tylosin,non-susceptible
g1307.7705,tylosin,susceptible
g1307.7706,tylosin,susceptible
g1307.7707,tylosin,susceptible
g1307.7708,tylosin,susceptible
g1307.7709,tylosin,non-susceptible
g1307.7710,tylosin,non-susceptible
g1307.7711,tylosin,susceptible
g1307.7712,tylosin,non-susceptible
g1307.7713,tylosin,susceptible
g1307.7714,tylosin,non-susceptible
g1307.7715,tylosin,non-susceptible
g1307.7716,tylosin,non-susceptible
g1307.7717,tylosin,susceptible
g1307.7718,tylosin,non-susceptible
g1307.7719,tylosin,non-susceptible
g1307.7720,tylosin,non-susceptible
g1307.7721,tylosin,non-susceptible
g1307.7722,tylosin,non-susceptible
g1307.7723,tylosin,non-susceptible
g1307.7724,tylosin,non-susceptible
g1307.7725,tylosin,susceptible
g1307.7726,tylosin,susceptible
g1307.7727,tylosin,non-susceptible
g1307.7728,tylosin,non-susceptible
g1307.7729,tylosin,susceptible
g1307.7730,tylosin,non-susceptible
g1307.7731,tylosin,non-susceptible
g1307.7732,tylosin,non-susceptible
g1307.7733,tylosin,non-susceptible
g1307.7734,tylosin,susceptible
g1307.7735,tylosin,non-susceptible
g1307.7736,tylosin,susceptible
g1307.7737,tylosin,non-susceptible
g1307.7738,tylosin,susceptible
g1307.7739,tylosin,non-susceptible
g1307.7740,tylosin,susceptible
g1307.7741,tylosin,non-susceptible
g1307.7742,tylosin,non-susceptible
g1307.7743,tylosin,non-susceptible
g1307.7744,tylosin,non-susceptible
g1307.7745,tylosin,susceptible
g1307.7746,tylosin,non-susceptible
g1307.7747,tylosin,susceptible
g1307.7748,tylosin,non-susceptible
g1307.7749,tylosin,non-susceptible
g1307.7750,tylosin,susceptible
g1307.7751,tylosin,non-susceptible
g1307.7752,tylosin,non-susceptible
g1307.7753,tylosin,susceptible
g1307.7754,tylosin,non-susceptible
g1307.7755,tylosin,susceptible
g1307.7756,tylosin,non-susceptible
g1307.7757,tylosin,non-susceptible
g1307.7758,tylosin,non-susceptible
g1307.7759,tylosin,susceptible
g1307.7760,tylosin,susceptible
g1307.7761,tylosin,non-susceptible
g1307.7762,tylosin,non-susceptible
g1307.7763,tylosin,non-susceptible
g1307.7764,tylosin,non-susceptible
g1307.7765,tylosin,non-susceptible
g1307.7766,tylosin,non-susceptible
g1307.7767,tylosin,susceptible
g1307.7768,tylosin,susceptible
g1307.7769,tylosin,non-susceptible
g1307.7770,tylosin,non-susceptible
g1307.7771,tylosin,non-susceptible
g1307.7772,tylosin,susceptible
g1307.7773,tylosin,non-susceptible
g1307.7774,tylosin,non-susceptible
g1307.7775,tylosin,non-susceptible
